Date,Symbol,Company Name,DealId,Employees,Total Offering Expense,Shareholder Shares Offered,Shares Outstanding,Lockup Period (days),Quiet Period (days),CIK,Exchange,Exchange Group,Price,Shares,filing,price offer,close price
2/14/18,MOTS,"Motus GI Holdings, Inc.",1006982-85753,36,"$900,000.00 ",--,"15,572,972",180,40,1686850,NASDAQ Capital,NASDAQ,5,"3,500,000",S1,5,4.38
2/13/20,GRIL,Sadot Group Inc.,1019512-91163,0,"$377,675.00 ",--,"3,195,032",180,40,1701756,NASDAQ Capital,NASDAQ,5,"1,540,000",S1,5,3.86
6/27/18,HYRE,"HC LIQUIDATING, INC.",1036792-86961,26,"$492,665.74 ",--,"10,466,876",180,40,1713832,NASDAQ Capital,NASDAQ,5,"2,520,000",S1,5,5.1
12/5/19,LMPX,"LMP Automotive Holdings, Inc.",1046037-89931,11,"$242,000.00 ",--,"8,301,639",180,40,1731727,NASDAQ Capital,NASDAQ,5,"2,300,000",S1,5,5.36
10/25/19,TFFP,"TFF Pharmaceuticals, Inc.",1049254-90421,7,"$768,184.75 ",--,"17,825,436",180,40,1733413,NASDAQ Capital,NASDAQ,5,"4,400,000",S1,5,5.07
7/30/21,IMRX,Immuneering Corp,1097918-98392,34,"$2,000,000.00 ",--,"24,389,410",180,40,1790340,NASDAQ Global,NASDAQ,15,"7,500,000",S1,5,4.79
2/11/20,CCACU,"Quanergy Systems, Inc.",1107144-91507,2,"$1,000,000.00 ",--,"30,000,000",180,41,1794621,NYSE,NYSE,10,"24,000,000",S1,5,5.1
8/31/20,AUVI,"Applied UV, Inc.",1122713-93122,26,"$265,000.00 ",--,"6,393,129",180,42,1811109,NASDAQ Capital,NASDAQ,5,"1,000,000",S1,5,11.6
1/24/24,JL,J-Long Group Ltd,1274192-107987,57,"$2,106,056.00 ",--,"31,400,000",180,40,1948436,NASDAQ Global,NASDAQ,5,"1,400,000",F1,5,7.44
3/28/24,UBXG,U-BX Technology Ltd.,1198841-101959,40,"$694,743.00 ",--,"27,000,000",180,40,1888525,NASDAQ Capital,NASDAQ,5,"2,000,000",F1,5,4.1
3/28/24,MMA,MIXED MARTIAL ARTS GROUP LTD,1277137-108332,18,"$805,000.00 ",--,"10,267,686",180,40,1981519,NYSE MKT,NYSE,5,"1,300,000",F1,5,4.18
8/27/24,JBDI,JBDI Holdings Ltd,1285747-109051,121,"$1,320,510.00 ","500,000","19,787,500",180,41,1964314,NASDAQ Capital,NASDAQ,5,"2,250,000",F1,5,10.12
9/30/24,ZJK,"ZJK Industrial Co., Ltd.",1299979-110557,272,"$1,342,790.00 ",--,"61,250,000",180,42,1941506,NASDAQ Capital,NASDAQ,5,"1,250,000",F1,5,5
9/10/24,TDTH,Trident Digital Tech Holdings Ltd,1272635-107877,50,"$3,525,380.00 ",--,"1,800,000",180,41,1983550,NASDAQ Capital,NASDAQ,5,"1,800,000",F1,5,3.83
12/13/24,NTCL,NetClass Technology Inc,1252590-109552,31,"$1,167,437.00 ",--,"15,560,000",180,40,1927578,NASDAQ Capital,NASDAQ,5,"1,800,000",F1,5,5
12/5/24,ZSPC,"zSpace, Inc.",960829-110581,70,"$2,416,303.00 ",--,"22,568,128",180,40,1637147,NASDAQ Global,NASDAQ,5,"1,875,000",S1,5,0
2/21/24,WETH,Wetouch Technology Inc.,1131211-105954,131,"$705,787.65 ",--,"11,892,948",180,40,1826660,NASDAQ Capital,NASDAQ,5,"2,160,000",S1,5,3.05
5/14/24,BTOC,Armlogi Holding Corp.,1271581-107782,168,"$2,221,662.50 ",--,"41,600,000",180,41,1972529,NASDAQ Global,NASDAQ,5,"1,600,000",S1,5,4.62
8/28/24,SPAI,Safe Pro Group Inc.,1301025-110651,13,"$514,720.00 ",--,"13,680,249",180,40,2011208,NASDAQ Capital,NASDAQ,5,"1,020,000",S1,5,4.27
6/26/20,EBON,Ebang International Holdings Inc.,1115664-92233,240,"$2,758,797.00 ",--,"84,409,554",180,40,1799290,NASDAQ Global Select,NASDAQ,5.23,"19,264,337",F1,5.23,5
5/24/18,CLPS,CLPS Inc,1049307-86414,1606,"$724,550.00 ",--,"13,290,000",180,40,1724542,NASDAQ Capital,NASDAQ,5.25,"2,000,000",F1,5.25,5.51
2/19/08,BHRT,"U.S. Stem Cell, Inc.",734841-53406,27,"$3,000,000.00 ",--,"14,447,138",180,27,1388319,NASDAQ National Market,NASDAQ,5.25,"1,100,000",S1,5.25,5
2/8/11,CDM,"China Century Dragon Media, Inc.",767734-64193,114,"$950,000.00 ",--,"8,540,748",180,41,1423242,American Stock Exchange,NYSE,5.25,"1,200,000",S1,5.25,5.3
12/30/19,MKD,Molecular Data Inc.,1103069-91215,505,"$5,404,016.00 ",--,"11,500,000",180,42,1758736,NASDAQ Global Select,NASDAQ,5.38,"11,500,000",F1,5.38,5.46
10/25/19,HAPP,Paranovus Entertainment Technology Ltd.,1079677-89137,169,"$1,172,925.00 ",--,"25,000,000",180,40,1751876,NASDAQ Capital,NASDAQ,5.5,"2,000,000",F1,5.5,4.5
4/1/20,WIMI,WiMi Hologram Cloud Inc.,1089473-90010,122,"$1,925,011.00 ",--,"4,750,000",180,40,1770088,NASDAQ Global,NASDAQ,5.5,"4,750,000",F1,5.5,5.5
12/8/04,CABG,CABG MEDICAL INC,189021-40542,9,"$850,000.00 ",--,"15,822,975",180,26,1122425,NASDAQ National Market,NASDAQ,5.5,"5,500,000",S1,5.5,6.09
3/29/07,GSIT,GSI TECHNOLOGY INC,631002-52943,100,"$1,180,000.00 ",--,"27,533,940",180,25,1126741,NASDAQ National Market,NASDAQ,5.5,"6,131,111",S1,5.5,5.29
6/28/05,HEM,HEMOSENSE INC,184166-43897,73,"$1,300,000.00 ",--,"9,533,764",180,27,1127393,American Stock Exchange,NYSE,5.5,"3,500,000",S1,5.5,5.52
4/6/04,JDO,STEEN RIVER OIL & GAS INC.,611591-36984,37,"$495,000.00 ",--,"9,275,000",180,27,1258021,American Stock Exchange,NYSE,5.5,"1,675,000",S1,5.5,11.2
4/12/05,PRB,"Black Raven Energy, Inc.",653852-41887,4,"$450,000.00 ",--,"6,750,000",180,27,1299966,American Stock Exchange,NYSE,5.5,"2,000,000",S1,5.5,7.65
12/3/13,XNCR,Xencor Inc,673726-73719,31,"$2,500,000.00 ",--,"29,422,576",180,41,1326732,NASDAQ National Market,NASDAQ,5.5,"12,730,000",S1,5.5,8.34
10/11/16,AZRX,"Entero Therapeutics, Inc.",931278-81303,12,"$1,000,000.00 ",--,"9,631,088",180,41,1604191,NASDAQ Capital,NASDAQ,5.5,"960,000",S1,5.5,4.98
8/11/17,YOGA,"YogaWorks, Inc.",1026583-84028,2045,"$2,000,000.00 ",--,"16,209,081",180,40,1703497,NASDAQ Global,NASDAQ,5.5,"7,300,000",S1,5.5,4.85
11/22/24,MSW,Ming Shing Group Holdings Ltd,1262135-111243,32,"$1,994,803.00 ",--,"12,750,000",180,40,1956166,NASDAQ Capital,NASDAQ,5.5,"1,500,000",F1,5.5,5.59
11/3/17,ACMR,"ACM Research, Inc.",1001588-84740,187,"$2,250,000.00 ",--,"12,702,546",180,40,1680062,NASDAQ Global,NASDAQ,5.6,"2,000,000",S1,5.6,6.05
2/15/19,HOTH,"Hoth Therapeutics, Inc.",1028112-88094,2,"$820,000.00 ",--,"9,424,574",180,40,1711786,NASDAQ Capital,NASDAQ,5.6,"1,250,000",S1,5.6,8.53
2/13/14,AMDA,"Sintx Technologies, Inc.",603456-73919,74,"$3,700,000.00 ",--,"12,127,454",180,40,1269026,NASDAQ SmallCap Market,NASDAQ,5.75,"3,500,000",S1,5.75,5.39
11/12/24,ACOG,Alpha Cognition Inc.,977464-110478,3,"$356,662.58 ",--,"15,531,287",180,41,1655923,NASDAQ Capital,NASDAQ,5.75,"8,695,653",S1,5.75,5.7
8/27/04,ECST,ECOST COM INC,634092-39336,60,"$2,900,000.00 ",--,"17,465,000",180,25,1287503,NASDAQ National Market,NASDAQ,5.8,"3,465,000",S1,5.8,5.999
11/16/01,MHLXU,"CarePayment Technologies, Inc.",88889-14328,57,"$550,000.00 ",--,"4,356,107",180,25,1142406,NASDAQ SmallCap Market,NASDAQ,6,"2,000,000",0,6,5.85
4/9/02,EFH,"JESUP & LAMONT, INC.",67142-2868,65,"$190,000.00 ",--,"5,000,000",180,27,1094320,American Stock Exchange,NYSE,6,"1,000,000",0,6,5.35
10/19/06,II,"Montvale Technologies, Inc.",664134-43351,8,"$1,250,000.00 ",--,"9,333,819",180,25,1316925,American Stock Exchange,NYSE,6,"2,500,000",0,6,6.07
5/12/11,ZX,China Zenix Auto International Ltd,853202-66898,5185,"$5,261,975.00 ","1,290,000","206,440,000",180,40,1506756,NYSE,NYSE,6,"12,900,000",F1,6,5.85
4/27/12,AQ,Acquity Group Ltd,876716-69363,458,"$5,445,211.00 ","777,778","5,555,556",180,40,1527635,American Stock Exchange,NYSE,6,"5,555,556",F1,6,5.75
8/6/14,EARS,Altamira Therapeutics Ltd.,938258-75868,13,"$2,400,000.00 ",--,"28,241,275",180,40,1601936,NASDAQ National Market,NASDAQ,6,"9,400,000",F1,6,6
9/18/14,FOMX,Foamix Pharmaceuticals Ltd.,942215-76197,24,--,--,"21,475,734",180,40,1606645,NASDAQ National Market,NASDAQ,6,"6,700,000",F1,6,6.22
10/1/14,VBLT,"Notable Labs, Ltd.",936606-75657,32,"$2,805,470.00 ",--,"19,804,923",180,40,1603207,NASDAQ National Market,NASDAQ,6,"6,666,667",F1,6,5.85
2/19/15,CHEKU,Check-Cap Ltd,953270-77315,36,"$1,355,951.00 ",--,"10,137,580",180,40,1610590,NASDAQ SmallCap Market,NASDAQ,6,"2,000,000",F1,6,6.01
4/28/17,XRF,SOS Ltd,693744-83265,3119,"$4,686,239.00 ",--,"10,000,000",180,40,1346610,NYSE,NYSE,6,"10,000,000",F1,6,6.67
5/8/20,CLEU,China Liberal Education Holdings Ltd,1092673-90273,98,"$1,280,555.00 ",--,"6,333,333",180,40,1775085,NASDAQ Capital,NASDAQ,6,"1,333,333",F1,6,4.85
2/10/06,ACOR,"Acorda Therapeutics, Inc.",177789-46803,67,"$2,099,277.00 ",--,"19,047,022",180,25,1008848,NASDAQ National Market,NASDAQ,6,"5,500,000",S1,6,6.72
6/21/00,CPHD,CEPHEID,75057-2461,76,"$1,300,000.00 ",--,"25,515,430",180,26,1037760,NASDAQ National Market,NASDAQ,6,"5,000,000",S1,6,9
3/9/01,LDCL,OPSWARE INC,79688-7937,586,"$1,600,000.00 ",--,"73,256,788",180,25,1100813,NASDAQ National Market,NASDAQ,6,"25,000,000",S1,6,6.140625
11/17/00,BCON,BEACON POWER CORP,78266-5977,80,"$1,175,860.00 ",--,"38,565,974",180,25,1103345,NASDAQ National Market,NASDAQ,6,"8,000,000",S1,6,6.71875
10/27/05,MATH,SAJAN INC,106191-45782,41,"$1,535,000.00 ",--,"15,704,952",180,25,1118037,NASDAQ National Market,NASDAQ,6,"4,000,000",S1,6,5.9
12/14/07,ITLN,INTELLON CORP,79046-55351,136,"$2,000,000.00 ",--,"29,945,227",180,25,1120105,NASDAQ National Market,NASDAQ,9,"7,500,000",S1,6,6.75
4/15/11,ELLI,ELLIE MAE INC,134697-64028,190,"$6,500,000.00 ","2,500,000","20,400,134",180,40,1122388,American Stock Exchange,NYSE,6,"7,500,000",S1,6,6.77
6/22/04,SNMX,SENOMYX INC,84222-38589,73,"$1,420,000.00 ",--,"24,677,801",180,27,1123979,NASDAQ National Market,NASDAQ,6,"6,000,000",S1,6,6.75
2/1/06,SGXP,"SGX PHARMACEUTICALS, INC.",375890-46280,105,"$2,000,000.00 ",--,"14,200,476",180,26,1125603,NASDAQ National Market,NASDAQ,6,"4,000,000",S1,6,6
12/14/01,BAXS,BRUKER AXS INC,88947-14354,460,"$1,500,000.00 ",--,"54,830,338",180,25,1134224,NASDAQ National Market,NASDAQ,6.5,"9,000,000",S1,6,6.5
10/15/04,CTRX,COTHERIX INC,153313-38259,33,"$2,500,000.00 ",--,"19,589,255",180,25,1138812,NASDAQ National Market,NASDAQ,6,"5,000,000",S1,6,6
8/5/05,HOKU,HOKU Corp,374587-44318,21,"$1,500,000.00 ",--,"15,958,321",180,25,1178336,NASDAQ National Market,NASDAQ,6,"3,500,000",S1,6,5.36
5/28/04,ALNY,"ALNYLAM PHARMACEUTICALS, INC.",375375-38031,60,"$1,900,000.00 ",--,"19,283,332",180,25,1178670,NASDAQ National Market,NASDAQ,6,"5,000,000",S1,6,6.01
9/21/04,NEP,NEPHROS INC,382946-39837,17,"$867,563.00 ",--,"12,122,072",180,27,1196298,American Stock Exchange,NYSE,6,"2,100,000",S1,6,5.85
12/7/07,ENTR,ENTROPIC COMMUNICATIONS INC,403732-55515,249,"$3,300,000.00 ",--,"67,614,775",180,25,1227930,NASDAQ National Market,NASDAQ,6,"8,000,000",S1,6,7.4
2/4/11,ECYT,ENDOCYTE INC,407783-64977,54,"$2,000,000.00 ",--,"27,702,357",180,40,1235007,NASDAQ National Market,NASDAQ,6,"12,500,000",S1,6,7.73
6/2/06,LUNA,LUNA INNOVATIONS INC,410393-48588,161,"$1,500,000.00 ",--,"9,734,325",180,25,1239819,NASDAQ National Market,NASDAQ,6,"3,500,000",S1,6,6
5/23/14,AGRX,AGILE THERAPEUTICS INC,592569-74905,11,"$2,000,000.00 ",--,"18,592,059",180,40,1261249,NASDAQ National Market,NASDAQ,6,"9,166,667",S1,6,5.54
2/6/04,ALSM,ALPHASMART INC,597832-35717,90,"$1,361,189.00 ","400,000","14,637,307",180,25,1264388,NASDAQ National Market,NASDAQ,6,"4,400,000",S1,6,6.19
6/17/04,IFO,"Simply, Inc.",618260-37520,82,"$315,000.00 ",--,"5,212,000",180,25,1274032,American Stock Exchange,NYSE,6,"2,000,000",S1,6,5.85
10/10/12,AMBA,AMBARELLA INC,622350-67386,425,"$2,500,000.00 ","1,095,349","25,909,462",180,40,1280263,NASDAQ National Market,NASDAQ,6,"6,000,000",S1,6,6.06
2/18/15,ITEK,"ROCKET PHARMACEUTICALS, INC.",624574-76875,4,"$2,250,000.00 ",--,"15,877,490",180,40,1281895,NASDAQ National Market,NASDAQ,6,"6,667,000",S1,6,6
5/5/15,OPGN,OPGEN INC,639472-77762,29,"$860,845.00 ",--,"10,718,347",180,41,1293818,NASDAQ SmallCap Market,NASDAQ,6,"2,850,000",S1,6,4.85
2/15/05,VCC,"Manitex International, Inc.",648623-41167,41,"$599,859.00 ",--,"4,500,000",180,27,1302028,American Stock Exchange,NYSE,6,"2,500,000",S1,6,6.9
11/3/17,AQ,AQUANTIA CORP,662564-84953,245,"$1,900,000.00 ",--,"32,321,080",180,40,1316016,NYSE,NYSE,9,"6,818,000",S1,6,5.75
12/20/06,ARTE,ARTES MEDICAL INC,697561-49882,109,"$3,774,000.00 ",--,"15,634,343",180,26,1351197,NASDAQ National Market,NASDAQ,6,"4,600,000",S1,6,7.67
11/8/06,CPRX,"CATALYST PHARMACEUTICALS, INC.",716009-50881,4,"$1,000,000.00 ",--,"12,516,667",180,26,1369568,NASDAQ National Market,NASDAQ,6,"3,350,000",S1,6,6.1
12/17/10,VTUS,"ASSEMBLY BIOSCIENCES, INC.",770247-64743,0,"$1,086,500.00 ",--,"6,746,365",180,40,1426800,NASDAQ SmallCap Market,NASDAQ,6,"2,900,000",S1,6,6.3
10/1/13,FATE,FATE THERAPEUTICS INC,777517-73244,33,"$2,900,000.00 ",--,"19,156,609",180,41,1434316,NASDAQ National Market,NASDAQ,6,"6,666,667",S1,6,6.62
2/3/12,CEMP,"MELINTA THERAPEUTICS, INC. /NEW/",805275-68346,15,"$1,400,000.00 ",--,"19,768,962",180,40,1461993,NASDAQ National Market,NASDAQ,6,"8,400,000",S1,6,6.06
3/30/12,ENPH,"Enphase Energy, Inc.",804337-67429,313,"$3,750,000.00 ",--,"39,290,870",180,40,1463101,NASDAQ National Market,NASDAQ,6,"8,969,697",S1,6,7.34
1/29/20,ANVS,"Annovis Bio, Inc.",819501-90065,2,"$758,931.00 ",--,"6,518,173",180,40,1477845,NYSE MKT,NYSE,6,"2,000,000",S1,6,9.59
7/29/14,CFRXU,CONTRAFECT Corp,835487-75195,16,"$2,619,130.00 ",--,"19,300,085",180,41,1478069,NASDAQ SmallCap Market,NASDAQ,6,"6,000,000",S1,6,6.45
7/24/14,PFNX,Pfenex Inc.,817227-75640,25,"$1,896,712.50 ",--,"19,233,897",180,40,1478121,American Stock Exchange,NYSE,6,"8,333,333",S1,6,5.3
5/28/10,GNMK,"GenMark Diagnostics, Inc.",824263-63652,63,"$1,700,365.00 ",--,"11,723,512",180,25,1487371,NASDAQ National Market,NASDAQ,6,"4,600,000",S1,6,6
5/10/11,UBPSU,JetPay Corp,843966-66008,2,"$350,000.00 ",--,"15,000,000",180,41,1507986,NASDAQ SmallCap Market,NASDAQ,6,"12,000,000",S1,6,6
6/27/13,PETX,"ARATANA THERAPEUTICS, INC.",844945-72031,16,"$2,500,905.00 ",--,"19,859,766",180,40,1509190,NASDAQ National Market,NASDAQ,6,"5,750,000",S1,6,8.26
3/28/14,WATT,Energous Corp,907097-74479,9,"$750,000.00 ",--,"8,821,391",180,40,1575793,NASDAQ SmallCap Market,NASDAQ,6,"4,000,000",S1,6,10.58
7/1/14,NERV,"Minerva Neurosciences, Inc.",931916-75124,6,"$3,577,000.00 ",--,"18,278,084",180,41,1598646,NASDAQ National Market,NASDAQ,6,"5,454,545",S1,6,6.05
6/27/14,NEP,"XPLR Infrastructure, LP",935206-75496,0,"$19,252,752.00 ",--,"16,250,000",180,40,1603145,NYSE,NYSE,25,"16,250,000",S1,6,5.85
7/23/21,CRBU,"Caribou Biosciences, Inc.",945324-98288,76,"$3,800,000.00 ",--,"54,709,191",180,40,1619856,NASDAQ Global Select,NASDAQ,16,"19,000,000",S1,6,6
6/27/17,ATXI,"AVENUE THERAPEUTICS, INC.",982727-83546,3,"$500,000.00 ",--,"8,841,468",180,41,1644963,NASDAQ Capital,NASDAQ,6,"5,500,000",S1,6,8.25
5/13/16,ONSIU,"Outlook Therapeutics, Inc.",972709-80181,89,"$2,800,000.00 ",--,"22,802,778",180,40,1649989,NASDAQ National Market,NASDAQ,6,"5,833,334",S1,6,4.8
7/12/17,CODX,"Co-Diagnostics, Inc.",1011481-83539,14,"$300,000.00 ",--,--,180,40,1692415,NASDAQ Capital,NASDAQ,6,"1,178,532",S1,6,5.81
11/13/18,ETON,"Eton Pharmaceuticals, Inc.",1026889-87598,10,"$720,000.00 ",--,"16,918,354",180,41,1710340,NASDAQ Global Select,NASDAQ,6,"3,600,000",S1,6,6.25
8/28/20,HCDI,"Harbor Custom Development, Inc.",1113794-92047,40,"$950,000.00 ",--,"5,363,043",180,40,1784567,NASDAQ Capital,NASDAQ,6,"1,766,700",S1,6,7.5
7/14/20,AACQU,"Origin Materials, Inc.",1120753-92898,2,"$1,000,000.00 ",--,"78,750,000",180,41,1802457,NASDAQ Capital,NASDAQ,10,"63,000,000",S1,6,6.31
10/2/20,ASAQU,Atlantic Avenue Acquisition Corp,1127825-94011,5,"$900,000.00 ",--,"31,250,000",180,40,1819510,NYSE,NYSE,10,"25,000,000",S1,6,6.21
12/2/20,TACAU,Trepont Acquisition Corp I,1134630-94771,1,"$1,000,000.00 ",--,"25,000,000",180,40,1826991,NYSE,NYSE,10,"20,000,000",S1,6,6.01
2/8/24,PMNT,Perfect Moment Ltd.,1149532-107906,31,"$1,102,500.00 ",--,"15,578,449",180,40,1849221,NYSE MKT,NYSE,6,"1,334,000",S1,6,5.2
2/16/24,CHRO,Channel Therapeutics Corp,1244298-105327,3,"$485,944.00 ",--,"5,767,525",180,40,1919246,NYSE MKT,NYSE,6,"1,100,000",S1,6,4.8
4/17/12,DCIN,Digital Cinema Destinations Corp.,845674-68863,55,"$940,735.00 ",--,"4,156,607",180,41,1510326,NASDAQ SmallCap Market,NASDAQ,6.1,"2,200,000",S1,6.1,6.17
8/21/18,BNGOU,"Bionano Genomics, Inc.",756078-87261,65,"$1,978,250.00 ",--,"9,491,432",180,41,1411690,NASDAQ,NASDAQ,6.13,"3,360,000",S1,6.125,6.15
9/10/24,XCH,XCHG Ltd,1284862-108975,165,"$4,965,064.00 ",--,"40,791,289",180,41,1979887,NASDAQ Global,NASDAQ,6.2,"3,333,335",F1,6.2,7.36
7/16/14,IRMD,IRADIMED CORP,672765-75760,46,"$800,000.00 ",--,"10,416,000",180,40,1325618,NASDAQ SmallCap Market,NASDAQ,6.25,"2,016,000",S1,6.25,9.9
6/26/15,YECO,Yulong Eco-Materials Ltd,952961-77279,205,"$1,092,759.81 ",--,"11,869,938",180,40,1607741,NASDAQ SmallCap Market,NASDAQ,6.25,"2,250,000",S1,6.25,6.17
9/12/18,NIO,NIO Inc.,1061748-87625,6993,"$6,683,761.00 ",--,"160,000,000",180,30,1736541,NYSE,NYSE,6.26,"160,000,000",F1,6.26,6.6
1/26/10,AMCF,Andatee China Marine Fuel Services Corp,810870-61911,128,"$505,550.00 ",--,"9,134,921",180,27,1469606,NASDAQ National Market,NASDAQ,6.3,"3,134,921",S1,6.3,5.77
8/3/00,ERMS,EROOMSYSTEM TECHNOLOGIES INC,75322-2496,42,"$820,000.00 ",--,"7,020,197",180,25,1110361,NASDAQ SmallCap Market,NASDAQ,6.5,"1,800,000",0,6.5,6.125
3/31/04,MCHX,MARCHEX INC,401333-36837,170,"$1,400,000.00 ",--,"24,279,063",180,26,1224133,NASDAQ National Market,NASDAQ,6.5,"4,000,000",0,6.5,8.88
3/23/12,VIPS,Vipshop Holdings Ltd,874928-69246,2934,"$4,142,726.00 ",--,"101,138,565",180,40,1529192,NYSE,NYSE,6.5,"11,004,600",F1,6.5,5.5
5/10/06,NOVC,"Paratek Pharmaceuticals, Inc.",375240-48572,51,"$1,950,000.00 ",--,"22,320,473",180,26,1178711,NASDAQ National Market,NASDAQ,6.5,"6,250,000",S1,6.5,6.5
6/22/04,MNTA,MOMENTA PHARMACEUTICALS INC,407779-38257,36,"$1,407,000.00 ",--,"24,563,183",180,27,1235010,NASDAQ National Market,NASDAQ,6.5,"5,350,000",S1,6.5,7.81
2/9/07,CHIP,POSITIVEID Corp,694756-47955,172,"$6,056,597.00 ",--,"9,155,556",180,25,1347022,NASDAQ National Market,NASDAQ,6.5,"3,100,000",S1,6.5,6.5
6/28/06,OMTR,"Omniture, inc.",704276-49314,312,"$2,500,000.00 ","2,000,000","45,105,925",180,26,1357525,NASDAQ National Market,NASDAQ,6.5,"10,700,000",S1,6.5,6.53
10/15/15,CERCU,"Avalo Therapeutics, Inc.",878917-78674,12,"$2,213,919.00 ",--,"8,630,143",180,40,1534120,NASDAQ SmallCap Market,NASDAQ,6.5,"4,000,000",S1,6.5,6.4
8/13/13,CCCR,"BAIYU Holdings, Inc.",908291-72725,20,"$325,000.00 ",--,"10,370,000",180,41,1556266,NASDAQ SmallCap Market,NASDAQ,6.5,"1,370,000",S1,6.5,6.39
11/11/14,JYNT,JOINT Corp,945230-76517,19,"$850,432.25 ",--,"9,171,601",180,41,1612630,NASDAQ SmallCap Market,NASDAQ,6.5,"3,000,000",S1,6.5,6.58
4/6/17,ELVT,"Elevate Credit, Inc.",979137-79758,540,"$5,929,000.00 ",--,"39,499,745",180,40,1651094,NYSE,NYSE,6.5,"12,400,000",S1,6.5,7.76
2/15/05,ECR,ECC Capital CORP,646597-40888,1114,"$3,293,850.00 ","4,689,693","97,452,468",180,27,1300317,NYSE,NYSE,6.75,"57,189,693",0,6.75,6.75
6/20/14,ECR,Montage Resources Corp,933962-75326,159,"$4,780,000.00 ","8,800,000","160,000,000",180,40,1600470,NYSE,NYSE,27,"30,300,000",S1,6.75,6.75
8/4/08,CMM,China Mass Media Corp.,782794-58865,108,--,--,"8,294,375",180,25,1439229,NYSE,NYSE,6.8,"7,212,500",F1,6.8,6.5
7/23/04,LMRA,LUMERA CORP,163841-39568,34,"$1,360,000.00 ",--,"16,484,730",180,25,1137399,NASDAQ National Market,NASDAQ,6.95,"6,000,000",S1,6.95,6.01
7/28/00,CAMT,CAMTEK LTD,77741-4214,198,"$2,580,000.00 ",--,"21,861,002",180,25,1109138,NASDAQ National Market,NASDAQ,7,"5,600,000",0,7,6
11/16/01,DVS,"Henry Bros. Electronics, Inc.",70866-7039,67,"$618,300.00 ",--,"4,500,000",180,25,1099918,American Stock Exchange,NYSE,7,"1,500,000",0,7,8.14
6/5/07,RGDX,RESPONSE GENETICS INC,176697-52748,41,"$1,500,000.00 ",--,"10,239,276",180,27,1124608,NASDAQ SmallCap Market,NASDAQ,7,"3,000,000",0,7,7
12/13/05,SCOP,Scopus Video Networks Ltd.,691228-47368,249,--,--,"13,103,018",180,27,1342575,NASDAQ National Market,NASDAQ,7,"4,500,000",F1,7,7.24
2/27/07,ROSG,Rosetta Genomics Ltd.,719912-51406,37,--,--,"11,260,298",180,27,1362959,NASDAQ National Market,NASDAQ,7,"3,750,000",F1,7,7.32
7/30/08,DL,China Distance Education Holdings LTD,782347-58820,496,--,--,"8,750,000",180,26,1438644,NYSE,NYSE,7,"8,750,000",F1,7,6.63
1/28/10,CTC,IFM Investments Ltd,818638-63053,4654,"$3,476,000.00 ",--,"605,651,839",180,25,1477324,NYSE,NYSE,7,"12,487,500",F1,7,7.3
11/24/10,SYSW,SYSWIN Inc.,840657-65565,2290,"$2,984,000.00 ","2,400,000","193,275,000",180,40,1497862,NYSE,NYSE,7,"9,600,000",F1,7,6.2
2/15/11,ZA,ZUOAN FASHION LTD,844695-66098,641,"$2,267,110.00 ",--,"110,722,500",180,41,1501176,NYSE,NYSE,7,"6,000,000",F1,7,7.04
9/12/14,AFMD,Affimed N.V.,938243-75866,53,"$3,000,000.00 ",--,"23,984,168",180,40,1608390,NASDAQ National Market,NASDAQ,7,"8,000,000",F1,7,5.7
11/20/14,CNV,Cnova N.V.,936385-75630,4281,"$34,717,702.00 ",--,"438,914,952",180,40,1609653,NASDAQ National Market,NASDAQ,7,"26,800,000",F1,7,7.15
9/14/18,QTT,Qutoutiao Inc.,1062267-87676,1302,"$3,600,000.00 ",--,"12,000,000",180,40,1733298,NASDAQ Global Select,NASDAQ,7,"12,000,000",F1,7,15.97
6/23/00,QBAK,QUALSTAR CORP,71574-3239,86,"$1,100,000.00 ",0,"12,123,155",180,25,758938,NASDAQ National Market,NASDAQ,7,"2,500,000",S1,7,7.71875
8/7/01,OMCL,"OMNICELL, INC.",75441-12504,369,"$1,600,000.00 ",--,"20,683,198",180,27,926326,NASDAQ National Market,NASDAQ,7,"6,000,000",S1,7,9.51
11/29/00,RIGL,RIGEL PHARMACEUTICALS INC,71654-7245,102,"$1,000,000.00 ",--,"35,850,818",180,26,1034842,NASDAQ National Market,NASDAQ,7,"5,000,000",S1,7,7.109375
6/16/04,MBRX,METABASIS THERAPEUTICS INC,142628-37572,80,"$1,600,000.00 ",--,"17,865,715",180,26,1053221,NASDAQ National Market,NASDAQ,7,"5,000,000",S1,7,6.66
3/7/01,SGEN,Seagen Inc.,81021-11330,46,"$1,300,000.00 ",--,"29,253,863",180,26,1060736,NASDAQ National Market,NASDAQ,7,"7,000,000",S1,7,8.25
9/27/05,SNSS,"Viracta Therapeutics, INC.",376501-42691,115,"$1,750,000.00 ",--,"21,455,801",180,27,1061027,NASDAQ National Market,NASDAQ,7,"6,000,000",S1,7,6.5
4/5/04,MEMY,MEMORY PHARMACEUTICALS CORP,107403-37011,75,"$2,000,000.00 ",--,"19,441,537",180,25,1062216,NASDAQ National Market,NASDAQ,7,"5,000,000",S1,7,8.4
8/25/00,SVCW,"KNOVA SOFTWARE, INC.",74809-2426,245,"$1,637,395.00 ",--,"23,539,371",180,25,1062606,NASDAQ National Market,NASDAQ,7,"4,500,000",S1,7,8.75
